state,year,unemployment_rate
MO,1983,9.891666666666666
MO,1984,7.166666666666667
MO,1985,6.525
MO,1986,6.258333333333333
MO,1987,6.225
MO,1988,5.7250000000000005
MO,1989,5.541666666666667
MO,1990,5.85
MO,1991,6.583333333333333
MO,1992,6.191666666666666
MO,1993,6.225
MO,1994,5.058333333333334
MO,1995,4.7250000000000005
MO,1996,4.758333333333333
MO,1997,4.358333333333333
MO,1998,4.116666666666667
MO,1999,3.308333333333333
MO,2e3,3.5833333333333335
MO,2001,4.591666666666667
MO,2002,5.375
MO,2003,5.625
MO,2004,5.858333333333333
MO,2005,5.375
MO,2006,4.866666666666667
MO,2007,5.083333333333333
MO,2008,6.175
MO,2009,9.258333333333333
MO,2010,9.575
MO,2011,8.491666666666667
MO,2012,6.975
MO,2013,6.733333333333333
MO,2014,6.133333333333333
MO,2015,4.991666666666667
MO,2016,4.575
MO,2017,3.7416666666666667
MO,2018,3.47
MS,1976,6.508333333333334
MS,1977,7.316666666666666
MS,1978,6.925
MS,1979,5.766666666666667
MS,1980,7.425
MS,1981,8.533333333333333
MS,1982,11.058333333333334
MS,1983,12.041666666666666
MS,1984,10.533333333333333
MS,1985,10.358333333333334
MS,1986,11.408333333333333
MS,1987,9.966666666666667
MS,1988,8.416666666666666
MS,1989,7.85
MS,1990,7.591666666666667
MS,1991,8.541666666666666
MS,1992,8.041666666666666
MS,1993,6.625
MS,1994,6.266666666666667
MS,1995,6.216666666666667
MS,1996,6.025
MS,1997,5.708333333333333
MS,1998,5.266666666666667
MS,1999,5.116666666666666
MS,2e3,5.358333333333333
MS,2001,5.533333333333333
MS,2002,6.6
MS,2003,6.3
MS,2004,6.158333333333333
MS,2005,7.5
MS,2006,6.558333333333334
MS,2007,6.091666666666667
MS,2008,6.6
MS,2009,9.475
MS,2010,10.358333333333333
MS,2011,9.983333333333333
MS,2012,9
MS,2013,8.533333333333333
MS,2014,7.5
MS,2015,6.4
MS,2016,5.841666666666667
MS,2017,5.108333333333333
MS,2018,4.67
MT,1976,5.941666666666666
MT,1977,6.3
MT,1978,5.733333333333333
MT,1979,5.175
MT,1980,6.116666666666667
MT,1981,6.833333333333333
MT,1982,8.516666666666666
MT,1983,8.616666666666667
MT,1984,7.608333333333333
MT,1985,7.641666666666667
MT,1986,7.925
MT,1987,7.45
MT,1988,6.658333333333333
MT,1989,5.783333333333333
MT,1990,5.975
MT,1991,6.883333333333334
MT,1992,6.75
MT,1993,6.033333333333333
MT,1994,5.233333333333333
MT,1995,5.65
MT,1996,5.325
MT,1997,5.3500000000000005
MT,1998,5.525
MT,1999,5.25
MT,2e3,4.95
MT,2001,4.541666666666667
MT,2002,4.4
MT,2003,4.708333333333333
MT,2004,4.766666666666667
MT,2005,4.325
MT,2006,3.5083333333333333
MT,2007,3.575
MT,2008,5.108333333333333
MT,2009,6.841666666666667
MT,2010,7.3
MT,2011,6.941666666666666
MT,2012,5.983333333333333
MT,2013,5.408333333333333
MT,2014,4.658333333333333
MT,2015,4.191666666666666
MT,2016,4.133333333333334
MT,2017,4.041666666666666
MT,2018,3.87
NC,1976,6.216666666666667
NC,1977,5.916666666666667
NC,1978,4.475
NC,1979,4.766666666666667
NC,1980,6.416666666666667
NC,1981,6.475
NC,1982,9.208333333333334
NC,1983,8.958333333333334
NC,1984,6.75
NC,1985,5.558333333333334
NC,1986,5.283333333333333
NC,1987,4.541666666666667
NC,1988,3.65
NC,1989,3.5416666666666665
NC,1990,4.108333333333333
NC,1991,5.808333333333334
NC,1992,6.041666666666666
NC,1993,5.025
NC,1994,4.366666666666667
NC,1995,4.308333333333334
NC,1996,4.291666666666667
NC,1997,3.7583333333333333
NC,1998,3.45
NC,1999,3.1916666666666664
NC,2e3,3.683333333333333
NC,2001,5.491666666666666
NC,2002,6.625
NC,2003,6.383333333333334
NC,2004,5.475
NC,2005,5.241666666666667
NC,2006,4.758333333333334
NC,2007,4.716666666666667
NC,2008,6.133333333333334
NC,2009,10.575
NC,2010,10.816666666666666
NC,2011,10.266666666666667
NC,2012,9.291666666666666
NC,2013,7.958333333333333
NC,2014,6.316666666666666
NC,2015,5.716666666666667
NC,2016,5.091666666666667
NC,2017,4.55
NC,2018,4.18
ND,1976,3.6916666666666664
ND,1977,4.533333333333333
ND,1978,4.233333333333333
ND,1979,4.016666666666667
ND,1980,4.941666666666666
ND,1981,4.825
ND,1982,5.558333333333334
ND,1983,5.65
ND,1984,5.283333333333333
ND,1985,5.675
ND,1986,5.841666666666667
ND,1987,4.991666666666667
ND,1988,4.683333333333334
ND,1989,4.291666666666667
ND,1990,4.025
ND,1991,4.375
ND,1992,4.75
ND,1993,4.291666666666667
ND,1994,3.7083333333333335
ND,1995,3.2333333333333334
ND,1996,2.9
ND,1997,2.7333333333333334
ND,1998,2.8916666666666666
ND,1999,3.2916666666666665
ND,2e3,2.9583333333333335
ND,2001,2.933333333333333
ND,2002,3.7416666666666667
ND,2003,3.716666666666667
ND,2004,3.408333333333333
ND,2005,3.375
ND,2006,3.2083333333333335
ND,2007,3.1
ND,2008,3.191666666666667
ND,2009,4.1
ND,2010,3.783333333333333
ND,2011,3.466666666666667
ND,2012,3.066666666666667
ND,2013,2.9166666666666665
ND,2014,2.6750000000000003
ND,2015,2.7916666666666665
ND,2016,3.0583333333333336
ND,2017,2.591666666666667
ND,2018,2.63
NE,1976,3.191666666666667
NE,1977,3.4583333333333335
NE,1978,3.1166666666666667
NE,1979,3.05
NE,1980,3.933333333333333
NE,1981,4.258333333333333
NE,1982,5.666666666666667
NE,1983,5.55
NE,1984,4.508333333333334
NE,1985,5.158333333333333
NE,1986,5.008333333333334
NE,1987,4.408333333333333
NE,1988,3.566666666666667
NE,1989,2.9166666666666665
NE,1990,2.3499999999999996
NE,1991,2.65
NE,1992,2.8666666666666667
NE,1993,2.7583333333333333
NE,1994,2.6333333333333333
NE,1995,2.6416666666666666
NE,1996,2.7416666666666667
NE,1997,2.4916666666666667
NE,1998,2.55
NE,1999,2.775
NE,2e3,2.833333333333333
NE,2001,3.1333333333333333
NE,2002,3.6500000000000004
NE,2003,3.9416666666666664
NE,2004,3.8583333333333334
NE,2005,3.8
NE,2006,3.1333333333333333
NE,2007,3
NE,2008,3.341666666666667
NE,2009,4.641666666666667
NE,2010,4.625
NE,2011,4.391666666666667
NE,2012,4.016666666666667
NE,2013,3.7666666666666666
NE,2014,3.2666666666666666
NE,2015,3.0166666666666666
NE,2016,3.091666666666667
NE,2017,2.933333333333333
NE,2018,2.83
NH,1976,6.508333333333333
NH,1977,5.433333333333334
NH,1978,3.8166666666666664
NH,1979,3.2
NH,1980,4.55
NH,1981,5.166666666666667
NH,1982,6.775
NH,1983,5.5
NH,1984,4.3
NH,1985,3.7333333333333334
NH,1986,2.7583333333333333
NH,1987,2.325
NH,1988,2.425
NH,1989,3.4583333333333335
NH,1990,5.666666666666667
NH,1991,7.291666666666667
NH,1992,7.291666666666667
NH,1993,6.116666666666667
NH,1994,4.725
NH,1995,3.9749999999999996
NH,1996,3.808333333333333
NH,1997,3.325
NH,1998,2.833333333333333
NH,1999,2.7083333333333335
NH,2e3,2.6750000000000003
NH,2001,3.4416666666666664
NH,2002,4.466666666666667
NH,2003,4.333333333333334
NH,2004,3.775
NH,2005,3.575
NH,2006,3.4416666666666664
NH,2007,3.525
NH,2008,3.8666666666666667
NH,2009,6.225
NH,2010,5.833333333333333
NH,2011,5.408333333333333
NH,2012,5.483333333333333
NH,2013,5.083333333333333
NH,2014,4.275
NH,2015,3.3666666666666667
NH,2016,2.8583333333333334
NH,2017,2.6833333333333336
NH,2018,2.6500000000000004
NJ,1976,10.425
NJ,1977,9.358333333333334
NJ,1978,7.266666666666667
NJ,1979,6.925
NJ,1980,7.216666666666667
NJ,1981,7.466666666666667
NJ,1982,8.708333333333334
NJ,1983,8.033333333333333
NJ,1984,6.166666666666667
NJ,1985,5.6
NJ,1986,5.016666666666667
NJ,1987,4.108333333333333
NJ,1988,3.808333333333333
NJ,1989,4.083333333333333
NJ,1990,5.05
NJ,1991,6.716666666666667
NJ,1992,8.366666666666667
NJ,1993,7.625
NJ,1994,6.816666666666666
NJ,1995,6.408333333333333
NJ,1996,6.141666666666667
NJ,1997,5.275
NJ,1998,4.575
NJ,1999,4.508333333333333
NJ,2e3,3.7
NJ,2001,4.275
NJ,2002,5.783333333333333
NJ,2003,5.833333333333334
NJ,2004,4.841666666666667
NJ,2005,4.45
NJ,2006,4.733333333333333
NJ,2007,4.275
NJ,2008,5.358333333333333
NJ,2009,9.033333333333333
NJ,2010,9.533333333333333
NJ,2011,9.341666666666667
NJ,2012,9.333333333333334
NJ,2013,8.241666666666667
NJ,2014,6.741666666666666
NJ,2015,5.775
NJ,2016,4.983333333333333
NJ,2017,4.616666666666666
NJ,2018,4.38
NM,1976,8.891666666666667
NM,1977,7.608333333333333
NM,1978,5.941666666666666
NM,1979,6.375
NM,1980,7.575
NM,1981,7.3
NM,1982,9.241666666666667
NM,1983,9.65
NM,1984,7.825
NM,1985,8.333333333333334
NM,1986,9.308333333333334
NM,1987,8.708333333333334
NM,1988,7.483333333333333
NM,1989,6.708333333333333
NM,1990,6.566666666666666
NM,1991,7.158333333333333
NM,1992,7.158333333333333
NM,1993,6.966666666666667
NM,1994,6.466666666666667
NM,1995,6.583333333333333
NM,1996,7.216666666666667
NM,1997,6.325
NM,1998,6.066666666666666
NM,1999,5.558333333333334
NM,2e3,4.925000000000001
NM,2001,4.925
NM,2002,5.541666666666666
NM,2003,5.841666666666667
NM,2004,5.516666666666667
NM,2005,5.083333333333333
NM,2006,4.175
NM,2007,3.7583333333333333
NM,2008,4.483333333333333
NM,2009,7.508333333333334
NM,2010,8.1
NM,2011,7.516666666666667
NM,2012,7.116666666666666
NM,2013,6.941666666666666
NM,2014,6.683333333333334
NM,2015,6.533333333333333
NM,2016,6.683333333333334
NM,2017,6.158333333333333
NM,2018,5.12
NV,1976,8.766666666666666
NV,1977,6.725
NV,1978,4.466666666666667
NV,1979,4.941666666666666
NV,1980,6.183333333333334
NV,1981,7.175
NV,1982,9.883333333333333
NV,1983,9.566666666666666
NV,1984,7.883333333333334
NV,1985,7.7
NV,1986,6.208333333333334
NV,1987,6.058333333333334
NV,1988,5.233333333333333
NV,1989,4.725
NV,1990,4.725
NV,1991,5.841666666666667
NV,1992,6.65
NV,1993,6.85
NV,1994,6.175
NV,1995,5.558333333333334
NV,1996,5.041666666666667
NV,1997,4.391666666666667
NV,1998,4.208333333333333
NV,1999,4
NV,2e3,4.166666666666667
NV,2001,5.2
NV,2002,5.616666666666666
NV,2003,5.075
NV,2004,4.3
NV,2005,4.091666666666667
NV,2006,4.05
NV,2007,4.491666666666667
NV,2008,6.708333333333333
NV,2009,11.3
NV,2010,13.5
NV,2011,13.016666666666666
NV,2012,11.191666666666666
NV,2013,9.625
NV,2014,7.916666666666667
NV,2015,6.775
NV,2016,5.733333333333333
NV,2017,5.041666666666667
NV,2018,4.71
NY,1976,10.208333333333332
NY,1977,9.125
NY,1978,7.758333333333334
NY,1979,7.175
NY,1980,7.483333333333333
NY,1981,7.583333333333333
NY,1982,8.458333333333334
NY,1983,8.683333333333334
NY,1984,7.175
NY,1985,6.608333333333333
NY,1986,6.225
NY,1987,4.875
NY,1988,4.283333333333333
NY,1989,4.975
NY,1990,5.366666666666666
NY,1991,7.25
NY,1992,8.6
NY,1993,7.908333333333333
NY,1994,6.941666666666666
NY,1995,6.316666666666666
NY,1996,6.258333333333333
NY,1997,6.441666666666666
NY,1998,5.608333333333333
NY,1999,5.175
NY,2e3,4.525
NY,2001,4.833333333333333
NY,2002,6.141666666666667
NY,2003,6.391666666666667
NY,2004,5.808333333333334
NY,2005,5
NY,2006,4.558333333333334
NY,2007,4.55
NY,2008,5.458333333333333
NY,2009,8.316666666666666
NY,2010,8.591666666666667
NY,2011,8.3
NY,2012,8.516666666666666
NY,2013,7.708333333333333
NY,2014,6.333333333333333
NY,2015,5.258333333333334
NY,2016,4.85
NY,2017,4.7
NY,2018,4.41
OH,1976,7.766666666666667
OH,1977,6.516666666666667
OH,1978,5.466666666666667
OH,1979,5.833333333333333
OH,1980,8.4
OH,1981,9.408333333333333
OH,1982,12.691666666666666
OH,1983,12.375
OH,1984,9.466666666666667
OH,1985,8.883333333333333
OH,1986,8.308333333333334
OH,1987,7.116666666666667
OH,1988,6.008333333333334
OH,1989,5.558333333333334
OH,1990,5.666666666666667
OH,1991,6.5
OH,1992,7.358333333333333
OH,1993,6.616666666666667
OH,1994,5.566666666666666
OH,1995,4.791666666666667
OH,1996,4.991666666666667
OH,1997,4.641666666666667
OH,1998,4.308333333333334
OH,1999,4.283333333333333
OH,2e3,4
OH,2001,4.3
OH,2002,5.75
OH,2003,6.25
OH,2004,6.258333333333334
OH,2005,5.908333333333333
OH,2006,5.425
OH,2007,5.541666666666667
OH,2008,6.475
OH,2009,10.291666666666666
OH,2010,10.241666666666667
OH,2011,8.85
OH,2012,7.408333333333333
OH,2013,7.425
OH,2014,5.8
OH,2015,4.908333333333333
OH,2016,5.05
OH,2017,5.041666666666667
OH,2018,4.51
OK,1976,5.683333333333334
OK,1977,4.95
OK,1978,3.575
OK,1979,3.3666666666666667
OK,1980,4.4
OK,1981,3.6333333333333333
OK,1982,6.008333333333333
OK,1983,8.366666666666667
OK,1984,7.091666666666667
OK,1985,7.175
OK,1986,8.241666666666667
OK,1987,7.266666666666667
OK,1988,6.408333333333333
OK,1989,5.666666666666667
OK,1990,5.683333333333334
OK,1991,6.308333333333334
OK,1992,6
OK,1993,5.95
OK,1994,5.55
OK,1995,4.591666666666667
OK,1996,4.066666666666666
OK,1997,4.066666666666666
OK,1998,4.241666666666666
OK,1999,3.5166666666666666
OK,2e3,3.0416666666666665
OK,2001,3.65
OK,2002,4.666666666666666
OK,2003,5.441666666666666
OK,2004,4.858333333333333
OK,2005,4.458333333333333
OK,2006,4.025
OK,2007,4.075
OK,2008,3.7666666666666666
OK,2009,6.383333333333334
OK,2010,6.775
OK,2011,5.875
OK,2012,5.266666666666667
OK,2013,5.283333333333333
OK,2014,4.508333333333334
OK,2015,4.4
OK,2016,4.816666666666666
OK,2017,4.291666666666666
OK,2018,3.85
OR,1976,9.308333333333334
OR,1977,7.433333333333334
OR,1978,6.075
OR,1979,6.683333333333334
OR,1980,8.483333333333334
OR,1981,9.758333333333333
OR,1982,11.558333333333334
OR,1983,10.791666666666666
OR,1984,9.416666666666668
OR,1985,8.858333333333334
OR,1986,8.041666666666666
OR,1987,6.241666666666667
OR,1988,5.775
OR,1989,5.416666666666667
OR,1990,5.5
OR,1991,6.391666666666667
OR,1992,7.375
OR,1993,7.058333333333334
OR,1994,5.441666666666666
OR,1995,4.9
OR,1996,5.7
OR,1997,5.666666666666667
OR,1998,5.733333333333333
OR,1999,5.508333333333333
OR,2e3,5.108333333333333
OR,2001,6.425
OR,2002,7.508333333333333
OR,2003,8.141666666666667
OR,2004,7.283333333333333
OR,2005,6.183333333333334
OR,2006,5.333333333333333
OR,2007,5.166666666666667
OR,2008,6.566666666666666
OR,2009,11.258333333333333
OR,2010,10.608333333333334
OR,2011,9.5
OR,2012,8.825
OR,2013,7.875
OR,2014,6.775
OR,2015,5.583333333333333
OR,2016,4.816666666666666
OR,2017,4.141666666666667
OR,2018,3.9799999999999995
PA,1976,7.975
PA,1977,7.666666666666667
PA,1978,6.925
PA,1979,6.866666666666666
PA,1980,8.041666666666666
PA,1981,8.383333333333333
PA,1982,11.141666666666667
PA,1983,11.516666666666666
PA,1984,9.083333333333334
PA,1985,8.008333333333333
PA,1986,6.891666666666667
PA,1987,5.666666666666667
PA,1988,5.05
PA,1989,4.691666666666666
PA,1990,5.466666666666667
PA,1991,7.058333333333334
PA,1992,7.591666666666667
PA,1993,7
PA,1994,6.25
PA,1995,5.858333333333333
PA,1996,5.441666666666666
PA,1997,5.116666666666666
PA,1998,4.608333333333333
PA,1999,4.4
PA,2e3,4.125
PA,2001,4.8
PA,2002,5.608333333333333
PA,2003,5.666666666666667
PA,2004,5.425
PA,2005,4.966666666666667
PA,2006,4.591666666666667
PA,2007,4.391666666666667
PA,2008,5.316666666666666
PA,2009,8.05
PA,2010,8.433333333333334
PA,2011,7.925
PA,2012,7.825
PA,2013,7.341666666666667
PA,2014,5.875
PA,2015,5.3
PA,2016,5.4
PA,2017,4.891666666666667
PA,2018,4.4399999999999995
RI,1976,8.208333333333334
RI,1977,8.025
RI,1978,6.566666666666666
RI,1979,6.391666666666667
RI,1980,7.216666666666667
RI,1981,7.775
RI,1982,9.7
RI,1983,8.316666666666666
RI,1984,5.508333333333333
RI,1985,4.633333333333334
RI,1986,4.066666666666666
RI,1987,3.6333333333333333
RI,1988,3.1083333333333334
RI,1989,4.116666666666666
RI,1990,6.375
RI,1991,8.566666666666666
RI,1992,8.883333333333333
RI,1993,7.766666666666667
RI,1994,6.916666666666667
RI,1995,6.316666666666666
RI,1996,5.45
RI,1997,5.141666666666667
RI,1998,4.608333333333333
RI,1999,4.141666666666667
RI,2e3,4.075
RI,2001,4.558333333333334
RI,2002,4.983333333333333
RI,2003,5.333333333333333
RI,2004,5.158333333333333
RI,2005,5.041666666666666
RI,2006,4.941666666666666
RI,2007,5.191666666666666
RI,2008,7.808333333333334
RI,2009,10.975
RI,2010,11.2
RI,2011,11.025
RI,2012,10.391666666666666
RI,2013,9.266666666666667
RI,2014,7.708333333333333
RI,2015,6
RI,2016,5.208333333333333
RI,2017,4.458333333333334
RI,2018,4.26
SC,1976,7.175
SC,1977,6.841666666666667
SC,1978,5.741666666666667
SC,1979,5.016666666666667
SC,1980,6.766666666666667
SC,1981,8.091666666666667
SC,1982,11.116666666666667
SC,1983,9.85
SC,1984,6.916666666666666
SC,1985,6.925
SC,1986,6.441666666666666
SC,1987,5.516666666666667
SC,1988,4.675
SC,1989,4.6
SC,1990,4.833333333333333
SC,1991,6.141666666666667
SC,1992,6.75
SC,1993,7.291666666666667
SC,1994,6.208333333333333
SC,1995,5.191666666666666
SC,1996,5.791666666666667
SC,1997,4.591666666666667
SC,1998,3.775
SC,1999,4.258333333333334
SC,2e3,3.8
SC,2001,5.208333333333333
SC,2002,5.858333333333333
SC,2003,6.9
SC,2004,6.825
SC,2005,6.716666666666667
SC,2006,6.458333333333333
SC,2007,5.6499999999999995
SC,2008,6.85
SC,2009,11.233333333333334
SC,2010,11.133333333333333
SC,2011,10.541666666666666
SC,2012,9.2
SC,2013,7.616666666666666
SC,2014,6.45
SC,2015,5.95
SC,2016,4.975
SC,2017,4.258333333333334
SC,2018,3.87
SD,1976,3.216666666666667
SD,1977,3.2916666666666665
SD,1978,3.1
SD,1979,3.35
SD,1980,4.791666666666667
SD,1981,4.95
SD,1982,5.475
SD,1983,5.2
SD,1984,4.391666666666667
SD,1985,4.825
SD,1986,4.583333333333333
SD,1987,4.208333333333333
SD,1988,4.066666666666666
SD,1989,4.008333333333333
SD,1990,3.783333333333333
SD,1991,3.4916666666666667
SD,1992,3.3166666666666664
SD,1993,3.3416666666666663
SD,1994,3.275
SD,1995,3.0416666666666665
SD,1996,3.1500000000000004
SD,1997,2.9416666666666664
SD,1998,2.7916666666666665
SD,1999,2.725
SD,2e3,2.4583333333333335
SD,2001,3.091666666666667
SD,2002,3.191666666666667
SD,2003,3.533333333333333
SD,2004,3.716666666666667
SD,2005,3.8
SD,2006,3.1166666666666667
SD,2007,2.8249999999999997
SD,2008,3.1
SD,2009,4.925
SD,2010,4.975
SD,2011,4.725
SD,2012,4.266666666666667
SD,2013,3.783333333333333
SD,2014,3.408333333333333
SD,2015,3.1166666666666667
SD,2016,3
SD,2017,3.325
SD,2018,3.2199999999999998
TN,1976,6.05
TN,1977,6.233333333333333
TN,1978,5.825
TN,1979,5.858333333333333
TN,1980,7.458333333333333
TN,1981,8.933333333333334
TN,1982,11.716666666666667
TN,1983,11.55
TN,1984,8.566666666666666
TN,1985,7.933333333333334
TN,1986,7.891666666666667
TN,1987,6.608333333333333
TN,1988,5.816666666666666
TN,1989,5.075
TN,1990,5.383333333333333
TN,1991,6.783333333333333
TN,1992,6.491666666666667
TN,1993,5.825
TN,1994,4.833333333333333
TN,1995,5.166666666666667
TN,1996,5.141666666666667
TN,1997,5.266666666666667
TN,1998,4.3
TN,1999,3.958333333333333
TN,2e3,3.8666666666666667
TN,2001,4.575
TN,2002,5.175
TN,2003,5.625
TN,2004,5.358333333333333
TN,2005,5.558333333333334
TN,2006,5.225
TN,2007,4.666666666666667
TN,2008,6.625
TN,2009,10.458333333333334
TN,2010,9.633333333333333
TN,2011,8.966666666666667
TN,2012,7.825
TN,2013,7.733333333333333
TN,2014,6.591666666666667
TN,2015,5.591666666666667
TN,2016,4.725
TN,2017,3.716666666666667
TN,2018,3.49
TX,1976,5.783333333333333
TX,1977,5.325
TX,1978,4.775
TX,1979,4.358333333333333
TX,1980,5.141666666666667
TX,1981,5.3
TX,1982,6.9
TX,1983,7.925
TX,1984,6.116666666666667
TX,1985,7.041666666666667
TX,1986,8.758333333333333
TX,1987,8.425
TX,1988,7.341666666666667
TX,1989,6.658333333333333
TX,1990,6.333333333333333
TX,1991,6.925
TX,1992,7.633333333333333
TX,1993,7.158333333333333
TX,1994,6.491666666666667
TX,1995,6.058333333333334
TX,1996,5.691666666666666
TX,1997,5.3
TX,1998,4.883333333333334
TX,1999,4.666666666666667
TX,2e3,4.275
TX,2001,4.958333333333333
TX,2002,6.366666666666667
TX,2003,6.691666666666666
TX,2004,5.941666666666666
TX,2005,5.408333333333333
TX,2006,4.891666666666667
TX,2007,4.275
TX,2008,4.825
TX,2009,7.566666666666666
TX,2010,8.133333333333333
TX,2011,7.758333333333334
TX,2012,6.741666666666667
TX,2013,6.25
TX,2014,5.108333333333333
TX,2015,4.425000000000001
TX,2016,4.641666666666667
TX,2017,4.258333333333333
TX,2018,3.96
UT,1976,5.566666666666666
UT,1977,5.125
UT,1978,3.7916666666666665
UT,1979,4.333333333333333
UT,1980,6.2
UT,1981,6.566666666666666
UT,1982,8.191666666666666
UT,1983,8.725
UT,1984,6.475
UT,1985,6.025
UT,1986,6.108333333333333
UT,1987,6.225
UT,1988,4.958333333333333
UT,1989,4.533333333333333
UT,1990,4.408333333333333
UT,1991,4.708333333333333
UT,1992,4.833333333333333
UT,1993,4.083333333333333
UT,1994,3.7916666666666665
UT,1995,3.5
UT,1996,3.3499999999999996
UT,1997,3.191666666666667
UT,1998,3.6500000000000004
UT,1999,3.566666666666667
UT,2e3,3.35
UT,2001,4.408333333333333
UT,2002,5.791666666666667
UT,2003,5.65
UT,2004,4.966666666666667
UT,2005,4.075
UT,2006,2.9833333333333334
UT,2007,2.591666666666667
UT,2008,3.5833333333333335
UT,2009,7.316666666666666
UT,2010,7.833333333333333
UT,2011,6.75
UT,2012,5.4
UT,2013,4.591666666666667
UT,2014,3.8249999999999997
UT,2015,3.6
UT,2016,3.4416666666666664
UT,2017,3.2583333333333333
UT,2018,3.1
VA,1976,5.825
VA,1977,5.475
VA,1978,5.291666666666667
VA,1979,4.725
VA,1980,5.175
VA,1981,5.983333333333333
VA,1982,7.45
VA,1983,6.466666666666667
VA,1984,5.083333333333333
VA,1985,5.483333333333333
VA,1986,5.041666666666666
VA,1987,4.283333333333333
VA,1988,3.9416666666666664
VA,1989,3.8916666666666666
VA,1990,4.45
VA,1991,5.908333333333333
VA,1992,6.266666666666667
VA,1993,5.258333333333333
VA,1994,4.841666666666667
VA,1995,4.525
VA,1996,4.433333333333334
VA,1997,3.841666666666667
VA,1998,2.9
VA,1999,2.75
VA,2e3,2.3
VA,2001,3.2333333333333334
VA,2002,4.225
VA,2003,4.125
VA,2004,3.8
VA,2005,3.575
VA,2006,3.1166666666666667
VA,2007,3.0416666666666665
VA,2008,3.9583333333333335
VA,2009,6.683333333333334
VA,2010,7.125
VA,2011,6.591666666666667
VA,2012,6.058333333333334
VA,2013,5.7
VA,2014,5.233333333333333
VA,2015,4.458333333333333
VA,2016,4.091666666666667
VA,2017,3.75
VA,2018,3.21
VT,1976,8.325
VT,1977,6.983333333333333
VT,1978,5.6
VT,1979,5.141666666666667
VT,1980,6.183333333333334
VT,1981,5.833333333333333
VT,1982,6.983333333333333
VT,1983,6.433333333333334
VT,1984,5.066666666666666
VT,1985,4.783333333333333
VT,1986,4.266666666666667
VT,1987,3.566666666666667
VT,1988,2.9916666666666667
VT,1989,3.575
VT,1990,5
VT,1991,6.566666666666666
VT,1992,6.108333333333333
VT,1993,5.158333333333333
VT,1994,4.566666666666666
VT,1995,4.258333333333333
VT,1996,4.275
VT,1997,3.9166666666666665
VT,1998,3.4
VT,1999,2.95
VT,2e3,2.8
VT,2001,3.3083333333333336
VT,2002,3.9916666666666667
VT,2003,4.3
VT,2004,3.6666666666666665
VT,2005,3.4916666666666667
VT,2006,3.683333333333333
VT,2007,4.025
VT,2008,4.708333333333333
VT,2009,6.566666666666666
VT,2010,6.083333333333333
VT,2011,5.466666666666667
VT,2012,4.925
VT,2013,4.408333333333333
VT,2014,3.9499999999999997
VT,2015,3.575
VT,2016,3.2416666666666667
VT,2017,3.0083333333333333
VT,2018,2.82
WA,1976,8.875
WA,1977,8.466666666666667
WA,1978,6.833333333333333
WA,1979,6.675
WA,1980,8.066666666666666
WA,1981,9.558333333333334
WA,1982,11.933333333333334
WA,1983,11.125
WA,1984,9.283333333333333
WA,1985,8.35
WA,1986,8.125
WA,1987,7.333333333333333
WA,1988,6.316666666666666
WA,1989,5.866666666666667
WA,1990,5.266666666666667
WA,1991,6.35
WA,1992,7.341666666666667
WA,1993,7.35
WA,1994,6.533333333333333
WA,1995,6.425
WA,1996,6.05
WA,1997,4.941666666666666
WA,1998,4.775
WA,1999,4.883333333333334
WA,2e3,5.158333333333333
WA,2001,6.291666666666667
WA,2002,7.383333333333333
WA,2003,7.416666666666667
WA,2004,6.258333333333334
WA,2005,5.541666666666667
WA,2006,5.05
WA,2007,4.691666666666666
WA,2008,5.408333333333333
WA,2009,9.116666666666667
WA,2010,9.991666666666667
WA,2011,9.275
WA,2012,8.108333333333334
WA,2013,7.033333333333333
WA,2014,6.125
WA,2015,5.641666666666667
WA,2016,5.275
WA,2017,4.775
WA,2018,4.61
WI,1976,5.516666666666667
WI,1977,5.116666666666667
WI,1978,4.966666666666667
WI,1979,4.591666666666667
WI,1980,7.233333333333333
WI,1981,8.008333333333333
WI,1982,10.541666666666666
WI,1983,10.216666666666667
WI,1984,7.4
WI,1985,7.166666666666667
WI,1986,6.966666666666667
WI,1987,5.883333333333334
WI,1988,4.408333333333333
WI,1989,4.333333333333334
WI,1990,4.383333333333333
WI,1991,5.475
WI,1992,5.116666666666666
WI,1993,4.783333333333333
WI,1994,4.483333333333333
WI,1995,3.775
WI,1996,3.625
WI,1997,3.55
WI,1998,3.3583333333333334
WI,1999,3.125
WI,2e3,3.541666666666667
WI,2001,4.525
WI,2002,5.383333333333334
WI,2003,5.7
WI,2004,5.025
WI,2005,4.716666666666667
WI,2006,4.741666666666667
WI,2007,4.891666666666667
WI,2008,4.925
WI,2009,8.575
WI,2010,8.641666666666666
WI,2011,7.758333333333334
WI,2012,7.033333333333333
WI,2013,6.7
WI,2014,5.416666666666667
WI,2015,4.525
WI,2016,4.008333333333333
WI,2017,3.3
WI,2018,2.9299999999999997
WV,1976,7.325
WV,1977,6.883333333333334
WV,1978,6.175
WV,1979,6.916666666666667
WV,1980,9.466666666666667
WV,1981,10.566666666666666
WV,1982,13.983333333333334
WV,1983,17.791666666666668
WV,1984,14.758333333333333
WV,1985,13.15
WV,1986,11.808333333333334
WV,1987,10.816666666666666
WV,1988,9.833333333333334
WV,1989,8.616666666666667
WV,1990,8.466666666666667
WV,1991,10.666666666666666
WV,1992,11.316666666666666
WV,1993,10.641666666666666
WV,1994,8.825
